feature,seuil,gauche,droite,p_NORMAL,p_DOS,p_PROBE,p_R2L,p_U2R
19,0.001957,8365,8366,0.003140,0.996860,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
28,0.419608,8368,8369,0.033792,0.966208,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
65,0.000000,8371,8390,0.096148,0.011068,0.000000,0.892784,0.000000
30,0.870000,8372,8387,0.081174,0.000000,0.000000,0.918826,0.000000
35,0.000000,8373,8380,0.276306,0.000000,0.000000,0.723694,0.000000
28,0.658824,8374,8377,0.302570,0.000000,0.000000,0.697430,0.000000
32,0.500000,8375,8376,0.418917,0.000000,0.000000,0.581083,0.000000
-1,0.000000,-1,-1,0.546821,0.000000,0.000000,0.453179,0.000000
-1,0.000000,-1,-1,0.167027,0.000000,0.000000,0.832973,0.000000
13,0.000000,8378,8379,0.230505,0.000000,0.000000,0.769495,0.000000
-1,0.000000,-1,-1,0.226248,0.000000,0.000000,0.773752,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
28,0.658824,8381,8384,0.142776,0.000000,0.000000,0.857224,0.000000
20,0.001957,8382,8383,0.730010,0.000000,0.000000,0.269990,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.591497,0.000000,0.000000,0.408503,0.000000
2,0.000000,8385,8386,0.043732,0.000000,0.000000,0.956268,0.000000
-1,0.000000,-1,-1,0.035295,0.000000,0.000000,0.964705,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.900000,8388,8389,0.009305,0.000000,0.000000,0.990695,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.006188,0.000000,0.000000,0.993812,0.000000
-1,0.000000,-1,-1,0.609488,0.390512,0.000000,0.000000,0.000000
32,0.330000,8392,8417,0.874986,0.071571,0.016595,0.036848,0.000000
24,0.170000,8393,8410,0.949743,0.017334,0.000627,0.032297,0.000000
40,0.000000,8394,8409,0.958845,0.012272,0.000635,0.028249,0.000000
19,0.001957,8395,8402,0.949855,0.014953,0.000773,0.034419,0.000000
28,0.964706,8396,8399,0.818263,0.007894,0.000778,0.173066,0.000000
65,0.000000,8397,8398,0.990965,0.007846,0.001189,0.000000,0.000000
-1,0.000000,-1,-1,0.997241,0.000000,0.002759,0.000000,0.000000
-1,0.000000,-1,-1,0.986213,0.013787,0.000000,0.000000,0.000000
2,0.000001,8400,8401,0.491936,0.007983,0.000000,0.500081,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.322535,0.010645,0.000000,0.666821,0.000000
95,0.000000,8403,8406,0.982523,0.016705,0.000772,0.000000,0.000000
36,0.000000,8404,8405,0.983204,0.016796,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.774466,0.225534,0.000000,0.000000,0.000000
30,0.510000,8407,8408,0.856557,0.000000,0.143443,0.000000,0.000000
-1,0.000000,-1,-1,0.564864,0.000000,0.435136,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000002,8411,8416,0.235996,0.414240,0.000000,0.349764,0.000000
31,0.000000,8412,8415,0.402889,0.000000,0.000000,0.597111,0.000000
15,0.000000,8413,8414,0.168002,0.000000,0.000000,0.831998,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.009754,0.000000,0.000000,0.990246,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
8,0.000000,8418,8435,0.393908,0.420605,0.119356,0.066131,0.000000
20,0.003914,8419,8430,0.211724,0.614032,0.174245,0.000000,0.000000
40,0.000000,8420,8425,0.229928,0.016793,0.753279,0.000000,0.000000
34,0.010000,8421,8424,0.889855,0.110145,0.000000,0.000000,0.000000
38,0.000000,8422,8423,0.954556,0.045444,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.854335,0.145665,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
32,0.900000,8426,8429,0.111218,0.000000,0.888782,0.000000,0.000000
2,0.000000,8427,8428,0.083594,0.000000,0.916406,0.000000,0.000000
-1,0.000000,-1,-1,0.007015,0.000000,0.992985,0.000000,0.000000
-1,0.000000,-1,-1,0.925717,0.000000,0.074283,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
39,0.000000,8431,8434,0.206246,0.793754,0.000000,0.000000,0.000000
1,0.000000,8432,8433,0.174515,0.825485,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
61,0.000000,8436,8437,0.790067,0.000000,0.000000,0.209933,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.020000,8438,8441,0.601127,0.000000,0.000000,0.398873,0.000000
26,0.000000,8439,8440,0.366423,0.000000,0.000000,0.633577,0.000000
-1,0.000000,-1,-1,0.359571,0.000000,0.000000,0.640429,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
33,0.050000,8443,8498,0.194834,0.001547,0.001977,0.727766,0.073875
40,0.000000,8444,8497,0.250179,0.002023,0.002585,0.648627,0.096585
29,0.003922,8445,8466,0.190957,0.002183,0.002790,0.699857,0.104214
0,0.000685,8446,8455,0.030399,0.001682,0.011598,0.213511,0.742809
34,0.000000,8447,8454,0.023893,0.002092,0.002060,0.048273,0.923682
8,0.000000,8448,8449,0.020750,0.002098,0.002067,0.048428,0.926656
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
18,0.000000,8450,8453,0.018996,0.002102,0.002071,0.048515,0.928317
2,0.000001,8451,8452,0.009140,0.002234,0.002200,0.000000,0.986426
-1,0.000000,-1,-1,0.003072,0.000000,0.002219,0.000000,0.994709
-1,0.000000,-1,-1,0.731756,0.268244,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.176439,0.000000,0.000000,0.823561,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
120,0.000000,8456,8459,0.057118,0.000000,0.050769,0.892113,0.000000
114,0.000000,8457,8458,0.354047,0.000000,0.645953,0.000000,0.000000
-1,0.000000,-1,-1,0.522946,0.000000,0.477054,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
2,0.000005,8460,8465,0.031790,0.000000,0.000000,0.968210,0.000000
31,0.430000,8461,8464,0.042444,0.000000,0.000000,0.957556,0.000000
19,0.001957,8462,8463,0.034246,0.000000,0.000000,0.965754,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.018134,0.000000,0.000000,0.981866,0.000000
29,0.588235,8467,8488,0.217158,0.002265,0.001352,0.779225,0.000000
115,0.000000,8468,8483,0.150875,0.002161,0.000881,0.846083,0.000000
28,0.658824,8469,8476,0.146877,0.001649,0.000591,0.850884,0.000000
60,0.000000,8470,8473,0.477609,0.008447,0.000000,0.513944,0.000000
2,0.000000,8471,8472,0.761034,0.017586,0.000000,0.221380,0.000000
-1,0.000000,-1,-1,0.260432,0.000000,0.000000,0.739568,0.000000
-1,0.000000,-1,-1,0.974901,0.025099,0.000000,0.000000,0.000000
20,0.001957,8474,8475,0.215653,0.000000,0.000000,0.784347,0.000000
-1,0.000000,-1,-1,0.209278,0.000000,0.000000,0.790722,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000001,8477,8480,0.066673,0.000000,0.000734,0.932593,0.000000
27,0.000000,8478,8479,0.417351,0.000000,0.007020,0.575629,0.000000
-1,0.000000,-1,-1,0.292752,0.000000,0.008521,0.698727,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,8481,8482,0.025740,0.000000,0.000000,0.974260,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.021647,0.000000,0.000000,0.978353,0.000000
30,0.700000,8484,8487,0.855535,0.092435,0.052030,0.000000,0.000000
28,0.800000,8485,8486,0.942670,0.000000,0.057330,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.580655,0.000000,0.419345,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
24,0.170000,8489,8494,0.989682,0.003474,0.006844,0.000000,0.000000
2,0.000005,8490,8491,0.996490,0.003510,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
9,0.000000,8492,8493,0.884691,0.115309,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.338401,0.661599,0.000000,0.000000,0.000000
30,0.870000,8495,8496,0.341781,0.000000,0.658219,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
65,0.000000,8499,8512,0.014799,0.000000,0.000000,0.985201,0.000000
1,0.000000,8500,8501,0.010478,0.000000,0.000000,0.989522,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
28,0.074510,8502,8511,0.004901,0.000000,0.000000,0.995099,0.000000
28,0.039216,8503,8506,0.000984,0.000000,0.000000,0.999016,0.000000
30,0.960000,8504,8505,0.000399,0.000000,0.000000,0.999601,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,0.000422,0.000000,0.000000,0.999578,0.000000
61,0.000000,8507,8508,0.008142,0.000000,0.000000,0.991858,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
27,0.000000,8509,8510,0.003273,0.000000,0.000000,0.996727,0.000000
-1,0.000000,-1,-1,0.004204,0.000000,0.000000,0.995796,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
34,0.000000,8514,8571,0.020503,0.003436,0.005077,0.085903,0.885081
6,0.000000,8515,8562,0.014724,0.003782,0.004761,0.002425,0.974308
29,0.027451,8516,8549,0.047116,0.012561,0.015810,0.000000,0.924513
19,0.336595,8517,8548,0.032663,0.004825,0.015491,0.000000,0.947021
7,0.000000,8518,8547,0.032774,0.001435,0.015544,0.000000,0.950247
33,0.000000,8519,8536,0.031115,0.001437,0.015571,0.000000,0.951877
1,0.000000,8520,8529,0.020094,0.001464,0.008653,0.000000,0.969789
36,0.890000,8521,8526,0.200682,0.147130,0.652188,0.000000,0.000000
32,0.030000,8522,8525,0.212128,0.000000,0.787872,0.000000,0.000000
24,0.000000,8523,8524,0.446819,0.000000,0.553181,0.000000,0.000000
-1,0.000000,-1,-1,0.187506,0.000000,0.812494,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
0,0.000000,8527,8528,0.145662,0.854338,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,8530,8531,0.018279,0.000000,0.002185,0.000000,0.979536
-1,0.000000,-1,-1,0.054548,0.000000,0.945452,0.000000,0.000000
11,0.000000,8532,8535,0.018195,0.000000,0.000000,0.000000,0.981805
24,0.000000,8533,8534,0.017077,0.000000,0.000000,0.000000,0.982923
-1,0.000000,-1,-1,0.019978,0.000000,0.000000,0.000000,0.980022
-1,0.000000,-1,-1,0.002311,0.000000,0.000000,0.000000,0.997689
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
120,0.000000,8537,8538,0.616812,0.000000,0.383188,0.000000,0.000000
-1,0.000000,-1,-1,0.060950,0.000000,0.939050,0.000000,0.000000
9,0.000000,8539,8544,0.886219,0.000000,0.113781,0.000000,0.000000
37,0.000000,8540,8541,0.930204,0.000000,0.069796,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
28,0.015686,8542,8543,0.409101,0.000000,0.590899,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000001,8545,8546,0.692316,0.000000,0.307684,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
36,0.890000,8550,8557,0.640765,0.330313,0.028922,0.000000,0.000000
12,0.000000,8551,8556,0.956487,0.000000,0.043513,0.000000,0.000000
2,0.000000,8552,8555,0.949663,0.000000,0.050337,0.000000,0.000000
22,0.000000,8553,8554,0.409101,0.000000,0.590899,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.070000,8558,8559,0.014929,0.985071,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
19,0.508806,8560,8561,0.102063,0.897937,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.254284,0.745716,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
0,0.000685,8563,8564,0.000769,0.000000,0.000000,0.003469,0.995762
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
36,0.030000,8565,8570,0.000461,0.000000,0.000000,0.003470,0.996068
31,0.020000,8566,8569,0.000489,0.000000,0.000000,0.004726,0.994785
32,0.500000,8567,8568,0.000140,0.000000,0.000000,0.004728,0.995132
-1,0.000000,-1,-1,0.000154,0.000000,0.000000,0.000000,0.999846
-1,0.000000,-1,-1,0.000128,0.000000,0.000000,0.008634,0.991239
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000386,0.000000,0.000000,0.000000,0.999614
6,0.000000,8572,8581,0.077825,0.000000,0.008213,0.913962,0.000000
23,0.000000,8573,8578,0.897338,0.000000,0.102662,0.000000,0.000000
1,0.000000,8574,8577,0.969232,0.000000,0.030768,0.000000,0.000000
120,0.000000,8575,8576,0.915997,0.000000,0.084003,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,8579,8580,0.535725,0.000000,0.464275,0.000000,0.000000
-1,0.000000,-1,-1,0.315798,0.000000,0.684202,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.010000,8582,8583,0.006567,0.000000,0.000000,0.993433,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.000000,8584,8585,0.001553,0.000000,0.000000,0.998447,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
22,0.500000,8587,8624,0.010089,0.864785,0.048296,0.032462,0.044368
37,0.165000,8588,8611,0.120074,0.014216,0.070378,0.151430,0.643902
116,0.000000,8589,8606,0.635139,0.080179,0.000000,0.284683,0.000000
1,0.000000,8590,8601,0.689556,0.000000,0.000000,0.310444,0.000000
30,0.130000,8591,8592,0.467836,0.000000,0.000000,0.532164,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
19,0.001957,8593,8600,0.353453,0.000000,0.000000,0.646547,0.000000
33,0.000000,8594,8599,0.269741,0.000000,0.000000,0.730259,0.000000
29,0.180392,8595,8596,0.261776,0.000000,0.000000,0.738224,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
61,0.000000,8597,8598,0.196005,0.000000,0.000000,0.803995,0.000000
-1,0.000000,-1,-1,0.099759,0.000000,0.000000,0.900241,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000001,8602,8603,0.830662,0.000000,0.000000,0.169338,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
28,0.039216,8604,8605,0.726740,0.000000,0.000000,0.273260,0.000000
-1,0.000000,-1,-1,0.055802,0.000000,0.000000,0.944198,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
23,0.000000,8607,8610,0.033792,0.966208,0.000000,0.000000,0.000000
104,0.000000,8608,8609,0.038570,0.961430,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
24,0.000000,8612,8615,0.009065,0.000000,0.085547,0.122711,0.782677
12,0.000000,8613,8614,0.002695,0.000000,0.000000,0.000000,0.997305
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,0.000000,1.000000
113,0.000000,8616,8623,0.032295,0.000000,0.397507,0.570198,0.000000
101,0.000000,8617,8620,0.075139,0.000000,0.924861,0.000000,0.000000
2,0.000000,8618,8619,0.071784,0.000000,0.928216,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,8621,8622,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
28,0.039216,8625,8646,0.001950,0.927730,0.046662,0.023658,0.000000
32,0.500000,8626,8631,0.015381,0.088068,0.004232,0.892319,0.000000
117,0.000000,8627,8630,0.066569,0.878488,0.054943,0.000000,0.000000
26,0.670000,8628,8629,0.019969,0.922345,0.057686,0.000000,0.000000
-1,0.000000,-1,-1,0.010709,0.989291,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
26,0.000000,8632,8645,0.011110,0.022109,0.000000,0.966781,0.000000
65,0.000000,8633,8642,0.011188,0.015233,0.000000,0.973578,0.000000
32,0.900000,8634,8635,0.009628,0.012941,0.000000,0.977431,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
59,0.000000,8636,8641,0.017023,0.022880,0.000000,0.960097,0.000000
41,0.000000,8637,8640,0.010237,0.000000,0.000000,0.989763,0.000000
27,0.000000,8638,8639,0.007333,0.000000,0.000000,0.992667,0.000000
-1,0.000000,-1,-1,0.018134,0.000000,0.000000,0.981866,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.236638,0.763362,0.000000,0.000000,0.000000
37,0.000000,8643,8644,0.405465,0.594535,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
32,0.110000,8647,8672,0.001604,0.949364,0.047755,0.001277,0.000000
31,0.430000,8648,8667,0.001470,0.986104,0.011099,0.001327,0.000000
11,0.000000,8649,8666,0.001149,0.996708,0.000801,0.001341,0.000000
116,0.000000,8650,8657,0.001050,0.996807,0.000801,0.001341,0.000000
31,0.020000,8651,8652,0.345842,0.000000,0.166510,0.487648,0.000000
-1,0.000000,-1,-1,0.068793,0.000000,0.000000,0.931207,0.000000
119,0.000000,8653,8656,0.650430,0.000000,0.349570,0.000000,0.000000
20,0.001957,8654,8655,0.707874,0.000000,0.292126,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
28,0.117647,8658,8661,0.000099,0.999556,0.000344,0.000000,0.000000
19,0.001957,8659,8660,0.023290,0.976710,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
36,0.000000,8662,8663,0.000000,0.999654,0.000346,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
28,0.800000,8664,8665,0.000000,0.934264,0.065736,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
90,0.000000,8668,8671,0.031322,0.000000,0.968678,0.000000,0.000000
8,0.000000,8669,8670,0.048282,0.000000,0.951718,0.000000,0.000000
-1,0.000000,-1,-1,0.002975,0.000000,0.997025,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
1,0.000000,8673,8678,0.005054,0.002223,0.992723,0.000000,0.000000
20,0.001957,8674,8675,0.000000,0.002241,0.997759,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
30,0.010000,8676,8677,0.000000,0.022552,0.977448,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
117,0.000000,8679,8682,0.633812,0.000000,0.366188,0.000000,0.000000
0,0.000047,8680,8681,0.409101,0.000000,0.590899,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.040000,8684,8951,0.211259,0.209155,0.208900,0.208967,0.161719
30,0.020000,8685,8774,0.285878,0.046049,0.128669,0.297466,0.241938
